NDC,Quantity,Cost,Extended Cost
65348833402,11,3.04,33.44
28804274105,10,41.32,413.20
63786003420,1,48.66,48.66
12453000805,3,43.90,131.70
07685004812,2,144.96,289.92
03773665640,5,1.49,7.45
56757204104,3,174.77,524.31
32310013007,10,28.71,287.10
04606031203,10,11.35,113.50
22414087138,4,58.71,234.84
61288321100,1,7.62,7.62
47050022526,1,14.85,14.85
01412472334,6,11.91,71.46
05458818135,4,22.38,89.52
02835225365,18,166.95,3005.10
33705008470,12,2.31,27.72
33621083070,1,29.93,29.93
03107253221,5,45.58,227.90
07242155258,9,16.55,148.95
25603046010,12,18.31,219.72
32488286806,1,192.30,192.30
04246411152,3,66.94,200.82
04335358267,22,115.24,2535.28
08143876636,2,25.15,50.30
08115088517,2,35.55,71.10
31577105306,5,16.21,81.05
07565063048,6,17.62,105.72
44322047534,21,43.28,908.88
10535040462,2,1.19,2.38
30468074626,12,32.65,391.80
06543543341,1,38.84,38.84
51243068514,5,5.34,26.70
07446082754,3,39.63,118.89
07836024100,2,49.57,99.14
06766103116,22,36.04,792.88
64872447806,1,35.26,35.26
01124074284,24,49.76,1194.24
71737086744,3,96.75,290.25
17585231808,1,40.78,40.78
65314078761,22,7.99,175.78
83011751606,6,5.49,32.94
77508014728,5,148.56,742.80
41627323208,20,29.39,587.80
03758362378,19,9.80,186.20
06301685747,5,13.60,68.00
71036072713,8,48.70,389.60
00348262243,10,37.67,376.70
23361081471,10,20.50,205.00
08535745878,17,16.27,276.59
41074054345,2,44.40,88.80
52333043300,5,10.89,54.45
04706002545,2,9.60,19.20
60056052855,8,98.49,787.92
05550110405,1,193.89,193.89
03473655653,12,25.83,309.96
08532564700,5,3.12,15.60
05111301270,2,78.41,156.82
07012200708,23,36.77,845.71
05034035737,19,36.21,687.99
02572346754,5,13.75,68.75
08085131855,1,115.56,115.56
03565847033,5,22.51,112.55
31408046064,12,22.41,268.92
15538078068,9,63.73,573.57
03160243181,1,103.64,103.64
00586450074,8,14.40,115.20
85336068757,3,36.84,110.52
08115088517,6,35.55,213.30
38415008534,8,27.48,219.84
08754068752,16,35.18,562.88
10474860806,1,3.36,3.36
34534066300,21,30.18,633.78
07483248004,9,102.50,922.50
05550110405,16,193.89,3102.24
01662426772,6,96.72,580.32
01563524858,4,65.96,263.84
20388850702,5,111.88,559.40
72066642102,4,40.21,160.84
08648365665,6,14.26,85.56
05236386503,16,39.14,626.24
47345214808,18,9.86,177.48
23808487600,1,54.50,54.50
21160076183,10,41.62,416.20
58806031461,1,138.62,138.62
21407438003,2,34.03,68.06
76136024204,4,42.54,170.16
04706002545,1,9.02,9.02
87347613503,5,52.36,261.80
21151023585,6,171.38,1028.28
02303278072,23,21.41,492.43
36782276602,2,8.38,16.76
03326814581,10,6.92,69.20
05887121613,5,46.20,231.00
08638141056,8,15.59,124.72
07242155258,12,18.19,218.28
16635465606,12,11.82,141.84
74663373703,12,29.61,355.32
08532564700,2,3.12,6.24
72467620704,1,62.32,62.32
45411032054,22,194.34,4275.48
07344271680,2,5.71,11.42
00343774581,3,64.99,194.97
51071611600,24,19.45,466.80
58617587300,3,12.35,37.05
72555112401,8,14.59,116.72
06502076235,1,18.95,18.95
45871080718,3,134.17,402.51
12052057168,11,24.90,273.90
02780704387,6,16.96,101.76
47200088245,12,49.19,590.28
16374018562,10,35.77,357.70
73530086136,4,45.00,180.00
51730840507,20,19.89,397.80
74625516304,17,24.80,421.60
74774147204,5,1.25,6.25
03326814581,6,6.92,41.52
14803476504,2,20.89,41.78
86455003830,5,67.30,336.50
85201043231,3,8.13,24.39
71036072713,3,52.60,157.80
81340840807,11,34.33,377.63
57076243107,1,6.71,6.71
05688031681,1,27.27,27.27
86021104702,5,86.93,434.65
78482056261,5,12.12,60.60
20717057850,3,17.55,52.65
27747730806,2,22.75,45.50
05786220107,8,28.34,226.72
35813251807,21,67.60,1419.60
07246055626,12,42.65,511.80
07015220303,10,96.44,964.40
24271641204,2,49.61,99.22
83472015078,2,50.59,101.18
81654071822,4,73.55,294.20
03270317528,1,68.76,68.76
05764352658,10,75.11,751.10
03140013627,10,76.39,763.90
34614065838,3,51.62,154.86
74826048448,1,101.15,101.15
00238766055,9,3.42,30.78
31552080745,2,110.15,220.30
64656068255,1,48.52,48.52
31844042425,6,6.67,40.02
08085131855,10,115.56,1155.60
74104010185,5,33.98,169.90
65314078761,3,8.07,24.21
03505830111,4,21.69,86.76
82704766402,5,11.75,58.75
02218077108,10,79.52,795.20
23361081471,10,20.50,205.00
07612418480,1,11.28,11.28
20476117403,17,124.11,2109.87
02876062203,5,183.71,918.55
00343774581,5,59.31,296.55
51674038713,5,11.19,55.95
06613056605,1,195.80,195.80
05821577108,1,69.40,69.40
00313550114,1,33.83,33.83
83858077502,19,95.71,1818.49
12080707101,13,114.56,1489.28
41733452301,9,19.97,179.73
43175412704,2,55.58,111.16
21803686508,13,154.34,2006.42
82328441503,2,71.42,142.84
54803100708,5,60.70,303.50
00327503660,6,35.11,210.66
47057087632,12,22.81,273.72
26500340007,1,17.14,17.14
52674025528,10,9.60,96.00
62733773100,6,36.37,218.22
56387045268,5,66.54,332.70
66725015358,6,26.73,160.38
00228763413,3,126.56,379.68
07505081328,1,27.89,27.89
07836024100,9,49.57,446.13
04520585182,2,32.24,64.48
21151023585,3,171.38,514.14
78482056261,3,12.12,36.36
84642651401,17,47.33,804.61
06466040484,21,7.47,156.87
07662217807,8,39.26,314.08
00877557574,2,36.02,72.04
62004464201,5,23.39,116.95
07520566730,12,100.32,1203.84
05681033725,1,60.17,60.17
03143240016,6,58.14,348.84
01236083274,4,17.18,68.72
05020562487,2,105.96,211.92
71065055771,2,36.60,73.20
04120362512,16,49.10,785.60
36638055268,4,18.42,73.68
07520566730,15,97.31,1459.65
47553043710,10,62.35,623.50
56085812802,4,15.67,62.68
17524015882,10,34.78,347.80
78280586803,13,48.50,630.50
04388148133,1,37.81,37.81
00661283744,5,130.80,654.00
01630771332,2,8.80,17.60
80084681507,6,23.81,142.86
47731874206,22,29.69,653.18
85336068757,23,36.84,847.32
82028808002,5,41.19,205.95
30682051502,6,183.98,1103.88
32725234804,18,27.84,501.12
80084681507,3,23.81,71.43
08731066085,4,43.70,174.80
05753108778,4,46.22,184.88
34807080402,9,6.58,59.22
07315227720,1,14.72,14.72
01125053128,5,42.97,214.85
60241533803,3,27.40,82.20
67328043204,12,47.44,569.28
83632067264,2,10.83,21.66
51212538805,3,104.99,314.97
05031152730,5,32.46,162.30
04124785251,4,79.40,317.60
76775513008,4,48.00,192.00
32855068384,5,25.25,126.25
01353464467,1,58.45,58.45
03150704781,2,68.85,137.70
44084030216,6,40.80,244.80
01806017078,4,180.50,722.00
44084030216,2,40.80,81.60
42307084205,5,35.27,176.35
24146056652,6,151.71,910.26
58244008185,12,41.38,496.56
05131770506,5,37.78,188.90
30654141001,21,18.58,390.18
43106054745,18,22.99,413.82
88042037851,12,18.12,217.44
64667041228,5,158.88,794.40
51443045757,3,6.54,19.62
21370077852,12,8.86,106.32
05463127052,23,57.71,1327.33
35341048026,6,44.86,269.16
83583107306,14,28.53,399.42
82165018078,1,31.88,31.88
02855444802,3,86.38,259.14
00408326502,1,48.55,48.55
08532564700,8,3.12,24.96
02348635356,22,10.68,234.96
62130073502,10,40.61,406.10
44031300105,1,46.22,46.22
48551571704,5,25.32,126.60
10827250608,2,28.61,57.22
86455003830,8,67.30,538.40
45871080718,10,134.17,1341.70
04375860120,19,142.79,2713.01
03731670703,1,42.53,42.53
66725015358,9,26.73,240.57
03768071577,6,3.96,23.76
00348262243,12,33.15,397.80
44031300105,10,46.22,462.20
66225800506,4,30.03,120.12
00657778127,2,32.30,64.60
86535032785,2,1.15,2.30
02835010550,4,47.48,189.92
08755530826,9,72.25,650.25
25561238202,5,13.54,67.70
00874475540,2,48.91,97.82
48114374801,5,41.20,206.00
21407438003,4,31.80,127.20
03035662702,12,51.66,619.92
84885021633,4,17.04,68.16
03758362378,2,9.80,19.60
13522534606,3,35.97,107.91
03140013627,6,76.39,458.34
73530086136,8,41.85,334.80
02481262427,2,69.80,139.60
52577046155,8,60.80,486.40
08505741753,3,4.90,14.70
13032508505,5,42.62,213.10
03565847033,12,25.21,302.52
62280086712,2,25.41,50.82
17363075823,6,20.65,123.90
05008727174,2,85.40,170.80
75443058205,1,67.00,67.00
08754068752,3,35.18,105.54
13032508505,4,42.62,170.48
18882045270,19,73.97,1405.43
11042818707,13,42.46,551.98
50164076482,5,7.07,35.35
73024017561,4,31.75,127.00
86535032785,2,1.15,2.30
66281780608,21,38.59,810.39
05031152730,1,32.46,32.46
00615331100,5,36.26,181.30
85201043231,1,8.13,8.13
63673011705,6,9.27,55.62
08270673426,3,20.99,62.97
87184432300,5,44.19,220.95
21803686508,3,159.11,477.33
01547821661,3,11.00,33.00
05753108778,1,46.22,46.22
14484135000,6,40.16,240.96
12526053665,5,7.75,38.75
66281780608,3,38.59,115.77
58036047503,6,43.95,263.70
05304427882,8,13.52,108.16
83728238805,5,175.14,875.70
82165018078,4,29.97,119.88
02216664757,8,83.60,668.80
82743566203,17,98.27,1670.59
08458273788,6,71.33,427.98
21688066242,5,21.20,106.00
00537241124,6,27.92,167.52
83437407004,6,37.37,224.22
58731658605,11,4.53,49.83
26234077663,5,27.36,136.80
53244005777,5,104.10,520.50
15223350300,1,24.42,24.42
37482412000,9,24.06,216.54
30682051502,8,197.83,1582.64
04718852412,1,13.20,13.20
04718852412,8,13.20,105.60
72510014124,4,56.70,226.80
05713846404,4,37.80,151.20
06838348225,6,164.10,984.60
02212763478,2,48.98,97.96
48426035038,4,53.81,215.24
18641068814,5,37.58,187.90
76775513008,12,48.00,576.00
77126870704,5,49.85,249.25
02852833648,1,18.03,18.03
05506080305,6,8.52,51.12
10138006783,9,49.17,442.53
00570688542,11,33.53,368.83
03668131683,12,14.10,169.20
68443076076,10,12.35,123.50
06382587760,8,69.19,553.52
17524015882,5,40.34,201.70
60403186805,3,168.23,504.69
26662483608,6,198.32,1189.92
24775054576,3,16.38,49.14
05713846404,1,37.80,37.80
30682051502,5,197.83,989.15
05020562487,23,110.20,2534.60
00313550114,5,33.83,169.15
02480036254,2,61.70,123.40
07836024100,6,49.57,297.42
02543044454,4,81.38,325.52
38573024056,14,197.51,2765.14
01124074284,20,49.76,995.20
31533022806,3,82.43,247.29
38677085878,12,3.20,38.40
14484135000,22,35.23,775.06
08160285010,4,33.30,133.20
12303782403,5,38.77,193.85
84885021633,7,17.57,122.99
05124712271,5,40.60,203.00
67328043204,6,47.44,284.64
07836024100,1,49.57,49.57
40783083047,15,42.81,642.15
35445005085,5,23.87,119.35
04077272050,12,2.75,33.00
77521013605,1,170.45,170.45
07372041547,6,35.70,214.20
00606105142,3,80.57,241.71
34085087305,3,15.31,45.93
06613056605,10,195.80,1958.00
81556537408,3,6.14,18.42
08143876636,3,21.13,63.39
05207050674,2,47.69,95.38
74764051707,1,3.12,3.12
06456270583,21,55.86,1173.06
03545220310,5,126.59,632.95
07813658343,12,82.97,995.64
33744176206,23,59.89,1377.47
34631073463,1,34.53,34.53
08342313334,6,8.11,48.66
08754068752,5,35.18,175.90
08535745878,12,16.27,195.24
05422471156,10,36.84,368.40
01675562641,9,9.39,84.51
04653886306,23,31.60,726.80
50448011388,24,111.48,2675.52
06231617800,10,41.70,417.00
55282038281,6,24.27,145.62
07853724641,8,23.24,185.92
51823874305,9,160.69,1446.21
75486263202,3,95.64,286.92
53210000648,4,204.37,817.48
01435205834,24,29.44,706.56
01417002706,3,9.30,27.90
48845058807,4,44.14,176.56
02428507530,1,94.72,94.72
05131770506,5,38.95,194.75
04375860120,1,142.79,142.79
01576075357,12,140.24,1682.88
55002052578,20,58.27,1165.40
22284002124,6,1.72,10.32
03617275870,2,40.98,81.96
06753360232,5,41.28,206.40
02724477477,6,37.89,227.34
26340071270,21,67.84,1424.64
73024017561,10,36.49,364.90
08578356306,2,47.89,95.78
21688066242,5,21.20,106.00
06070878245,8,88.60,708.80
26662483608,21,198.32,4164.72
00063776734,5,20.77,103.85
04025014630,4,41.20,164.80
05220688032,12,143.48,1721.76
26852270102,6,93.88,563.28
51661525500,10,47.18,471.80
06704055687,1,123.32,123.32
45617016212,8,82.65,661.20
23580070704,10,163.70,1637.00
01542466668,6,5.63,33.78
40783083047,8,42.81,342.48
07005477313,24,29.71,713.04
22284002124,2,1.72,3.44
82165018078,4,31.88,127.52
03204186431,4,4.25,17.00
62436044537,6,78.80,472.80
33085055628,2,61.93,123.86
06008285235,15,151.24,2268.60
66788007728,5,18.47,92.35
02437638600,2,161.92,323.84
74663373703,1,29.61,29.61
56342728506,10,123.56,1235.60
08236734414,12,29.61,355.32
32034074842,1,7.88,7.88
85033331100,2,75.20,150.40
26253415203,6,4.35,26.10
07304287635,11,44.27,486.97
85744468003,6,163.21,979.26
10615351801,3,16.10,48.30
77402371008,6,22.32,133.92
66230556806,2,125.15,250.30
60134272402,4,41.67,166.68
68773716105,19,5.80,110.20
23057700506,6,44.61,267.66
51377062141,2,33.29,66.58
06656036315,5,14.68,73.40
05031152730,5,32.46,162.30
30306871207,3,25.27,75.81
34085087305,2,15.31,30.62
36257558003,1,27.50,27.50
55282038281,12,24.77,297.24
82677003840,21,35.75,750.75
44724671106,20,48.56,971.20
46012245606,13,69.60,904.80
26234077663,6,27.36,164.16
68773716105,1,5.80,5.80
04025014630,12,41.20,494.40
76136024204,4,42.54,170.16
05184017340,4,38.77,155.08
08001075148,2,97.73,195.46
12526053665,3,7.91,23.73
01617020716,4,43.65,174.60
85612081378,8,41.24,329.92
00817525046,2,41.50,83.00
28003710407,3,49.95,149.85
35085337508,6,41.68,250.08
00665226631,2,5.96,11.92
83583107306,2,28.53,57.06
20441377307,6,9.50,57.00
02355416541,4,25.82,103.28
24861085705,18,82.38,1482.84
03270317528,6,68.76,412.56
05764352658,6,68.91,413.46
81422025080,2,157.68,315.36
05304427882,5,13.52,67.60
28788730508,2,3.81,7.62
82050151606,14,61.85,865.90
80861055864,4,20.67,82.68
26500340007,19,18.23,346.37
03446407035,3,22.76,68.28
21073043484,18,97.50,1755.00
51258066338,12,10.71,128.52
00003373040,5,54.30,271.50
05458818135,18,22.38,402.84
08521706406,10,82.35,823.50
51243068514,3,5.34,16.02
03058804120,5,89.13,445.65
27178074508,3,50.32,150.96
30453038661,2,7.87,15.74
02636336322,6,34.40,206.40
